Gene,GeneStableID,MGI_ID,UniProtID,GeneName,Category1,Subcategory,Comments,UniProt_function,PANTHER_ProteinClass,GO_CellularComponent,GO_MolecularFunction,KEGG_CytoChemoReceptor,TFdb_TranscrFact,PRRs_and_Effectors
Trim7,ENSMUSG00000040350,2137353,Q923T7,E3 ubiquitin-protein ligase TRIM7,Effector,RestrFact,,"Acts as an antiviral effector against multiple viruses by targeting specific viral proteins for ubiquitination and degradation including norovirus NTPase protein. Mechanistically, recognizes the C-terminal glutamine-containing motif generated by viral proteases that process the polyproteins and trigger their ubiquitination and subsequent degradation (PubMed:35972292).",ubiquitin-protein ligase(PC00234),"nucleus,cytoplasm","protein binding,transferase activity,zinc ion binding,metal ion binding,ubiquitin protein ligase activity",NA,NA,RestrFact
Oas3,ENSMUSG00000032661,2180850,Q8VI93,2'-5'-oligoadenylate synthase 3,Effector,,,"Interferon-induced, dsRNA-activated antiviral enzyme which plays a critical role in cellular innate antiviral response. In addition, it may also play a role in other cellular processes such as apoptosis, cell growth, differentiation and gene regulation. Synthesizes preferentially dimers of 2'-5'-oligoadenylates (2-5A) from ATP which then bind to the inactive monomeric form of ribonuclease L (RNase L) leading to its dimerization and subsequent activation. Activation of RNase L leads to degradation of cellular as well as viral RNA, resulting in the inhibition of protein synthesis, thus terminating viral replication. Can mediate the antiviral effect via the classical RNase L-dependent pathway or an alternative antiviral pathway independent of RNase L.",nucleotidyltransferase(PC00174),"cytosol,cytoplasm,nucleoplasm,nucleus,plasma membrane,membrane","nucleotidyltransferase activity,double-stranded RNA binding,2'-5'-oligoadenylate synthetase activity,transferase activity,metal ion binding,nucleotide binding,ATP binding,RNA binding",NA,NA,NA
Gbp2,ENSMUSG00000028270,102772,Q9Z0E6,Guanylate-binding protein 2,Effector,,,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400534/",heterotrimeric G-protein(PC00117),"nucleus,cytosol,cytoplasm,nucleoplasm,membrane,Golgi membrane,Golgi apparatus,perinuclear region of cytoplasm,cytoplasmic vesicle,actin cytoskeleton,vesicle membrane,symbiont-containing vacuole membrane","GTPase activity,GTP binding,hydrolase activity,nucleotide binding,identical protein binding,protein homodimerization activity,actin binding,GDP binding,spectrin binding,enzyme binding,cytokine binding,Hsp90 protein binding",NA,NA,NA
Gbp3,ENSMUSG00000028268,1926263,Q61107,Guanylate-binding protein 4,Effector,,,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400534/",heterotrimeric G-protein(PC00117),"nucleus,cytosol,cytoplasm,membrane,Golgi membrane,Golgi apparatus,perinuclear region of cytoplasm,cytoplasmic vesicle,plasma membrane,symbiont-containing vacuole membrane","GTPase activity,GTP binding,hydrolase activity,nucleotide binding,identical protein binding,protein homodimerization activity",NA,NA,NA
Gbp5,ENSMUSG00000105504,2429943,Q8CFB4,Guanylate-binding protein 5,Effector,,,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400534/",heterotrimeric G-protein(PC00117),"cytoplasm,membrane,Golgi membrane,Golgi apparatus,perinuclear region of cytoplasm,cytoplasmic vesicle","GTPase activity,GTP binding,hydrolase activity,nucleotide binding,protein binding,identical protein binding,protein homodimerization activity",NA,NA,NA
Gbp7,ENSMUSG00000040253,2444421,Q91Z40,Gbp6 protein,Effector,,,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6400534/",heterotrimeric G-protein(PC00117),"membrane,cytoplasmic vesicle,symbiont-containing vacuole membrane","GTPase activity,GTP binding,hydrolase activity,nucleotide binding,protein binding",NA,NA,NA
Mx1,ENSMUSG00000000386,97243,Q3UD61,Protein Mx1,Effector,,,"Interferon-induced dynamin-like GTPase with antiviral activity against influenza A virus, (IAV), influenza B virus (IBV) and Thogoto virus (THOV). Inhibits FLUAV by interfering with the process of primary transcription, probably by affecting the viral polymerase function.",NA,"nucleus,cytoplasm,membrane,microtubule","GTPase activity,GTP binding,protein binding,microtubule binding",NA,NA,NA
Ear1,ENSMUSG00000072601,108021,P97426,Eosinophil cationic protein 1,Effector,,,"Cytotoxin and helminthotoxin with ribonuclease activity. Possesses a wide variety of biological activities. Wikipedia for hRNASE3: ECP is a potent cytotoxic protein capable of killing cells of guinea pig tracheal epithelium,[9] mammalian leukemia,[10] epidermis carcinoma,[9] and breast carcinoma,[11] as well as non-mammalian cells such as parasites, bacteria, and viruses.[doi:10.1046/j.1398-9995.2003.00386.x]",endoribonuclease(PC00094),"cytoplasm,extracellular space","nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,ribonuclease activity",NA,NA,NA
Ear2,ENSMUSG00000072596,108020,P97425,Eosinophil cationic protein 2,Effector,,,Cytotoxin and helminthotoxin with ribonuclease activity. Selectively chemotactic for dendritic cells. Possesses a wide variety of biological activities.,endoribonuclease(PC00094),extracellular space,"nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,ribonuclease activity",NA,NA,NA
Oas1b,ENSMUSG00000029605,97430,Q60856,Inactive 2'-5'-oligoadenylate synthase 1B,Effector,,,"Does not have 2'-5'-OAS activity, but can bind double-stranded RNA. The full-length protein displays antiviral activity against flaviviruses such as west Nile virus (WNV) via an alternative antiviral pathway independent of RNase L. ",nucleotidyltransferase(PC00174),NA,NA,NA,NA,NA
Oasl1,ENSMUSG00000041827,2180849,Q8VI94,2'-5'-oligoadenylate synthase-like protein 1,Effector,,,"Does not have 2'-5'-OAS activity, but can bind double-stranded RNA. Displays antiviral activity via an alternative antiviral pathway independent of RNase L.",nucleotidyltransferase(PC00174),"nucleolus,cytosol,cytoplasm,nucleoplasm,nucleus,membrane","protein binding,nucleotidyltransferase activity,double-stranded RNA binding,2'-5'-oligoadenylate synthetase activity,DNA binding,RNA binding",NA,NA,NA
Oas1g,ENSMUSG00000066861,97429,Q8K469,2'-5' oligoadenylate synthase,Effector,,,no info,nucleotidyltransferase(PC00174),"mitochondrion,nucleus,cytosol,cytoplasm,nucleoplasm,membrane,ribosome","nucleotidyltransferase activity,double-stranded RNA binding,2'-5'-oligoadenylate synthetase activity",NA,NA,NA
Oas2,ENSMUSG00000032690,2180852,E9Q9A9,2'-5'-oligoadenylate synthase 2,Effector,,,"Interferon-induced, dsRNA-activated antiviral enzyme which plays a critical role in cellular innate antiviral response (PubMed:12396720, PubMed:29117179). Activated by detection of double stranded RNA (dsRNA): polymerizes higher oligomers of 2'-5'-oligoadenylates (2-5A) from ATP which then bind to the inactive monomeric form of ribonuclease L (RNASEL) leading to its dimerization and subsequent activation (PubMed:29117179). Activation of RNASEL leads to degradation of cellular as well as viral RNA, resulting in the inhibition of protein synthesis, thus terminating viral replication (PubMed:21142819). Can mediate the antiviral effect via the classical RNASEL-dependent pathway or an alternative antiviral pathway independent of RNASEL (PubMed:21142819). In addition, it may also play a role in other cellular processes such as apoptosis, cell growth, differentiation and gene regulation (PubMed:21142819).",nucleotidyltransferase(PC00174),"cytoplasm,nucleoplasm,perinuclear region of cytoplasm,cytosol,membrane","nucleotidyltransferase activity,double-stranded RNA binding,2'-5'-oligoadenylate synthetase activity,transferase activity,metal ion binding,nucleotide binding,ATP binding,RNA binding",NA,NA,NA
