"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSGALP00010007293","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007298","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007300","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007302","ENSGALG00010005360","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:UniProtKB Gene Name;Acc:A0A8V0XN80]","","Chicken","AvianImmunome"
"ENSGALP00010007309","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007315","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007318","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007319","ENSGALG00010005359","MEIS2","Meis homeobox 2 [Source:NCBI gene (formerly Entrezgene);Acc:395588]","","Chicken","AvianImmunome"
"ENSGALP00010007352","ENSGALG00010005380","XCL1","X-C motif chemokine ligand 1 [Source:NCBI gene (formerly Entrezgene);Acc:395914]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007353","ENSGALG00010005382","RAB32","RAB32, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:421616]","antigen processing and presentation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007354","ENSGALG00010005380","XCL1","X-C motif chemokine ligand 1 [Source:NCBI gene (formerly Entrezgene);Acc:395914]","immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007355","ENSGALG00010005382","RAB32","RAB32, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:421616]","","Chicken","AvianImmunome"
"ENSGALP00010007417","ENSGALG00010005405","CEBPD","CCAAT enhancer binding protein delta [Source:UniProtKB Gene Name;Acc:A0A1D5PZE5]","","Chicken","AvianImmunome"
"ENSGALP00010007423","ENSGALG00010005408","APBB1IP","amyloid beta protein binding family B member 1 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:420492]","","Chicken","AvianImmunome"
"ENSGALP00010007425","ENSGALG00010005408","APBB1IP","amyloid beta protein binding family B member 1 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:420492]","","Chicken","AvianImmunome"
"ENSGALP00010007427","ENSGALG00010005408","APBB1IP","amyloid beta protein binding family B member 1 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:420492]","","Chicken","AvianImmunome"
"ENSGALP00010007429","ENSGALG00010005408","APBB1IP","amyloid beta protein binding family B member 1 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:420492]","","Chicken","AvianImmunome"
"ENSGALP00010007434","ENSGALG00010005409","PRKCQ","protein kinase C theta [Source:UniProtKB Gene Name;Acc:A0A8V0XH11]","CD4-positive, alpha-beta T cell proliferation; T cell activation","Chicken","biomartGO"
"ENSGALP00010007447","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007449","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007452","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007454","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007456","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007458","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007459","ENSGALG00010005415","PRKDC","protein kinase, DNA-activated, catalytic polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:395376]","","Chicken","AvianImmunome"
"ENSGALP00010007462","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007464","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007467","ENSGALG00010005415","PRKDC","protein kinase, DNA-activated, catalytic polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:395376]","","Chicken","AvianImmunome"
"ENSGALP00010007470","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007471","ENSGALG00010005417","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XH46]","","Chicken","AvianImmunome"
"ENSGALP00010007472","ENSGALG00010005415","PRKDC","protein kinase, DNA-activated, catalytic polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:395376]","T cell differentiation in thymus; T cell receptor V(D)J recombination; V(D)J recombination; activation of innate immune response; cGAS/STING signaling pathway; immunoglobulin V(D)J recombination; lymphocyte differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007542","ENSGALG00010005443","BANK1","B cell scaffold protein with ankyrin repeats 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XHD6]","B cell activation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007543","ENSGALG00010005443","BANK1","B cell scaffold protein with ankyrin repeats 1 [Source:UniProtKB Gene Name;Acc:A0A8V0XHD6]","B cell activation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007647","ENSGALG00010005476","NFKB1","nuclear factor kappa B subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:396033]","B cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010007669","ENSGALG00010005486","IRF5","interferon regulatory factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:430409]","immune system process; innate immune response","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007671","ENSGALG00010005486","IRF5","interferon regulatory factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:430409]","","Chicken","AvianImmunome"
"ENSGALP00010007715","ENSGALG00010005499","PDE5A","phosphodiesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:422677]","","Chicken","AvianImmunome"
"ENSGALP00010007716","ENSGALG00010005499","PDE5A","phosphodiesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:422677]","","Chicken","AvianImmunome"
"ENSGALP00010007717","ENSGALG00010005499","PDE5A","phosphodiesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:422677]","","Chicken","AvianImmunome"
"ENSGALP00010007719","ENSGALG00010005499","PDE5A","phosphodiesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:422677]","","Chicken","AvianImmunome"
"ENSGALP00010007721","ENSGALG00010005499","PDE5A","phosphodiesterase 5A [Source:NCBI gene (formerly Entrezgene);Acc:422677]","","Chicken","AvianImmunome"
"ENSGALP00010007735","ENSGALG00010005509","COCH","cochlin [Source:NCBI gene (formerly Entrezgene);Acc:395779]","","Chicken","AvianImmunome"
"ENSGALP00010007739","ENSGALG00010005509","COCH","cochlin [Source:NCBI gene (formerly Entrezgene);Acc:395779]","","Chicken","AvianImmunome"
"ENSGALP00010007843","ENSGALG00010005548","EZR","ezrin [Source:NCBI gene (formerly Entrezgene);Acc:395701]","","Chicken","AvianImmunome"
"ENSGALP00010007844","ENSGALG00010005548","EZR","ezrin [Source:NCBI gene (formerly Entrezgene);Acc:395701]","","Chicken","AvianImmunome"
"ENSGALP00010007848","ENSGALG00010005548","EZR","ezrin [Source:NCBI gene (formerly Entrezgene);Acc:395701]","","Chicken","AvianImmunome"
"ENSGALP00010007850","ENSGALG00010005552","WDR37","WD repeat domain 37 [Source:UniProtKB Gene Name;Acc:A0A8V0XI61]","lymphocyte homeostasis","Chicken","biomartGO"
"ENSGALP00010007851","ENSGALG00010005548","EZR","ezrin [Source:NCBI gene (formerly Entrezgene);Acc:395701]","","Chicken","AvianImmunome"
"ENSGALP00010007927","ENSGALG00010005587","LEF1","lymphoid enhancer binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:395865]","","Chicken","AvianImmunome"
"ENSGALP00010007932","ENSGALG00010005587","LEF1","lymphoid enhancer binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:395865]","T cell receptor V(D)J recombination; T-helper 1 cell differentiation; alpha-beta T cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007934","ENSGALG00010005587","LEF1","lymphoid enhancer binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:395865]","","Chicken","AvianImmunome"
"ENSGALP00010007939","ENSGALG00010005587","LEF1","lymphoid enhancer binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:395865]","T cell receptor V(D)J recombination; T-helper 1 cell differentiation; alpha-beta T cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010007942","ENSGALG00010005587","LEF1","lymphoid enhancer binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:395865]","","Chicken","AvianImmunome"
"ENSGALP00010008009","ENSGALG00010005632","ITGB1","integrin subunit beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:374058]","","Chicken","AvianImmunome"
"ENSGALP00010008013","ENSGALG00010005632","ITGB1","integrin subunit beta 1 [Source:NCBI gene (formerly Entrezgene);Acc:374058]","","Chicken","AvianImmunome"
"ENSGALP00010008022","ENSGALG00010005649","TOMM70","translocase of outer mitochondrial membrane 70 [Source:UniProtKB Gene Name;Acc:F1NNH9]","activation of innate immune response","Chicken","biomartGO"
"ENSGALP00010008057","ENSGALG00010005695","KIF5B","kinesin family member 5B [Source:UniProtKB Gene Name;Acc:E1C3A1]","","Chicken","AvianImmunome"
"ENSGALP00010008095","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008100","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008102","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008105","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008108","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008110","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008112","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008114","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; T cell chemotaxis; T follicular helper cell differentiation; adaptive immune response; humoral immune response; immune system process; leukocyte chemotaxis","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008115","ENSGALG00010005742","GPR183","G protein-coupled receptor 183 [Source:UniProtKB Gene Name;Acc:A0A8V0XN35]","B cell activation involved in immune response; adaptive immune response; immune system process","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008119","ENSGALG00010005756","TET2","tet methylcytosine dioxygenase 2 [Source:NCBI gene (formerly Entrezgene);Acc:422540]","","Chicken","AvianImmunome"
"ENSGALP00010008123","ENSGALG00010005760","GPR18","G protein-coupled receptor 18 [Source:UniProtKB Gene Name;Acc:F1NA96]","","Chicken","AvianImmunome"
"ENSGALP00010008125","ENSGALG00010005760","GPR18","G protein-coupled receptor 18 [Source:UniProtKB Gene Name;Acc:F1NA96]","","Chicken","AvianImmunome"
"ENSGALP00010008300","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008304","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008310","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008315","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","B cell differentiation; T-helper 2 cell differentiation","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008318","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008323","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008324","ENSGALG00010005884","MYB","MYB proto-onco, transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:396244]","","Chicken","AvianImmunome"
"ENSGALP00010008331","ENSGALG00010005905","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:395399]","","Chicken","AvianImmunome"
"ENSGALP00010008332","ENSGALG00010005905","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:395399]","","Chicken","AvianImmunome"
"ENSGALP00010008333","ENSGALG00010005905","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:395399]","","Chicken","AvianImmunome"
"ENSGALP00010008334","ENSGALG00010005905","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:395399]","","Chicken","AvianImmunome"
"ENSGALP00010008340","ENSGALG00010005913","NFKBIA","NFKB inhibitor alpha [Source:NCBI gene (formerly Entrezgene);Acc:396093]","immune system process","Chicken","biomartGO"
"ENSGALP00010008385","ENSGALG00010005956","TXNL4B","thioredoxin like 4B [Source:NCBI gene (formerly Entrezgene);Acc:418396]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010008391","ENSGALG00010005956","TXNL4B","thioredoxin like 4B [Source:NCBI gene (formerly Entrezgene);Acc:418396]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010008393","ENSGALG00010005956","TXNL4B","thioredoxin like 4B [Source:NCBI gene (formerly Entrezgene);Acc:418396]","immune system process; innate immune response","Chicken","biomartGO"
"ENSGALP00010008421","ENSGALG00010006004","DCLRE1C","DNA cross-link repair 1C [Source:NCBI gene (formerly Entrezgene);Acc:430764]","","Chicken","AvianImmunome"
"ENSGALP00010008423","ENSGALG00010006004","DCLRE1C","DNA cross-link repair 1C [Source:NCBI gene (formerly Entrezgene);Acc:430764]","B cell differentiation; V(D)J recombination","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008443","ENSGALG00010006010","IPO5","importin 5 [Source:UniProtKB Gene Name;Acc:A0A8V0XP09]","cytoplasmic pattern recognition receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010008451","ENSGALG00010006025","TNFAIP3","TNF alpha induced protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XR89]","","Chicken","AvianImmunome"
"ENSGALP00010008456","ENSGALG00010006025","TNFAIP3","TNF alpha induced protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XR89]","B-1 B cell homeostasis","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008458","ENSGALG00010006025","TNFAIP3","TNF alpha induced protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XR89]","","Chicken","AvianImmunome"
"ENSGALP00010008459","ENSGALG00010006025","TNFAIP3","TNF alpha induced protein 3 [Source:UniProtKB Gene Name;Acc:A0A8V0XR89]","","Chicken","AvianImmunome"
"ENSGALP00010008494","ENSGALG00010006049","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5P0D3]","leukocyte migration","Chicken","biomartGO; AvianImmunome"
"ENSGALP00010008496","ENSGALG00010006049","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5P0D3]","","Chicken","AvianImmunome"
"ENSGALP00010008497","ENSGALG00010006049","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5P0D3]","","Chicken","AvianImmunome"
"ENSGALP00010008498","ENSGALG00010006049","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:UniProtKB Gene Name;Acc:A0A1D5P0D3]","","Chicken","AvianImmunome"
"ENSGALP00010008500","ENSGALG00010006054","","","T cell activation; T cell receptor signaling pathway","Chicken","biomartGO"
"ENSGALP00010008506","ENSGALG00010006054","","","T cell activation","Chicken","biomartGO"
"ENSGALP00010008599","ENSGALG00010006107","PGF","placental growth factor [Source:UniProtKB Gene Name;Acc:A0A8V0XX29]","","Chicken","AvianImmunome"
