"ProteinID","GeneID","GeneSymbol","Description","GO_Terms","Species","Immune_Source"
"ENSTGUP00000025595","ENSTGUG00000018819","TSPAN2","tetraspanin 2 [Source:UniProtKB Gene Name;Acc:A0A674GA07]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025638","ENSTGUG00000024366","PUM1","pumilio RNA binding family member 1 [Source:UniProtKB Gene Name;Acc:A0A674HDM5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025649","ENSTGUG00000026691","SPI1","Spi-1 proto-onco [Source:UniProtKB Gene Name;Acc:A0A674GRS9]","lymphocyte differentiation; myeloid dendritic cell differentiation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000025656","ENSTGUG00000006072","GCNT4","glucosaminyl (N-acetyl) transferase 4 [Source:UniProtKB Gene Name;Acc:A0A674GTA8]","neutrophil homeostasis","ZebraFinch","biomartGO"
"ENSTGUP00000025665","ENSTGUG00000001140","APBB1IP","amyloid beta protein binding family B member 1 interacting protein [Source:UniProtKB Gene Name;Acc:A0A674H6F8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025681","ENSTGUG00000020177","ILF2","interleukin enhancer binding factor 2 [Source:UniProtKB Gene Name;Acc:A0A674GTD3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025683","ENSTGUG00000007748","SEC14L1","SEC14 like lipid binding 1 [Source:UniProtKB Gene Name;Acc:A0A674GAY2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025697","ENSTGUG00000000968","ITGB1","integrin subunit beta 1 [Source:UniProtKB Gene Name;Acc:A0A674GTH3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025702","ENSTGUG00000002614","TTC7A","tetratricopeptide repeat domain 7A [Source:UniProtKB Gene Name;Acc:A0A674GTH8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025736","ENSTGUG00000004013","LEF1","lymphoid enhancer binding factor 1 [Source:UniProtKB Gene Name;Acc:A0A674GTJ2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025748","ENSTGUG00000024089","APOA4","apolipoprotein A4 [Source:UniProtKB Gene Name;Acc:A0A674GTH7]","innate immune response in mucosa","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000025759","ENSTGUG00000007606","CUEDC2","CUE domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A674HPF4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025771","ENSTGUG00000004333","SGPL1","sphingosine-1-phosphate lyase 1 [Source:UniProtKB Gene Name;Acc:H0Z1P2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025782","ENSTGUG00000012218","BVES","blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025790","ENSTGUG00000023011","CMKLR1","chemerin chemokine-like receptor 1 [Source:UniProtKB Gene Name;Acc:A0A674GT25]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025859","ENSTGUG00000012360","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:UniProtKB Gene Name;Acc:A0A674GSD6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025887","ENSTGUG00000012588","LGMN","legumain [Source:UniProtKB Gene Name;Acc:A0A674H3Y5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025908","ENSTGUG00000008924","HHEX","hematopoietically expressed homeobox [Source:UniProtKB Gene Name;Acc:A0A674H9W6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025911","ENSTGUG00000000968","ITGB1","integrin subunit beta 1 [Source:UniProtKB Gene Name;Acc:A0A674GTH3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025927","ENSTGUG00000006681","GSN","gelsolin [Source:UniProtKB Gene Name;Acc:A0A674HU69]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025934","ENSTGUG00000009470","SMAD3","SMAD family member 3 [Source:UniProtKB Gene Name;Acc:A0A674GSK0]","T cell activation; immune response","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000025940","ENSTGUG00000013096","DDX1","DEAD-box helicase 1 [Source:UniProtKB Gene Name;Acc:A0A674GEB6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025960","ENSTGUG00000004299","MLLT3","MLLT3 super elongation complex subunit [Source:UniProtKB Gene Name;Acc:H0Z1J7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025961","ENSTGUG00000010712","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1 [Source:UniProtKB Gene Name;Acc:A0A674GXS5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025985","ENSTGUG00000009575","SLIT2","slit guidance ligand 2 [Source:UniProtKB Gene Name;Acc:H0ZH52]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000025987","ENSTGUG00000026587","","","immune system process","ZebraFinch","biomartGO"
"ENSTGUP00000026009","ENSTGUG00000028717","","","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026026","ENSTGUG00000008001","AMPD3","adenosine monophosphate deaminase 3 [Source:UniProtKB Gene Name;Acc:A0A674GYB3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026027","ENSTGUG00000012904","AKT1","AKT serine/threonine kinase 1 [Source:UniProtKB Gene Name;Acc:A0A674GAM7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026037","ENSTGUG00000008285","AP1G1","adaptor related protein complex 1 subunit gamma 1 [Source:UniProtKB Gene Name;Acc:A0A674HSQ5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026059","ENSTGUG00000029490","CBFB","core-binding factor subunit beta [Source:UniProtKB Gene Name;Acc:A0A674GSV7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026063","ENSTGUG00000004720","ABL1","ABL proto-onco 1, non-receptor tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A674GUG6]","B cell receptor signaling pathway; B-1 B cell homeostasis; DN4 thymocyte differentiation; T cell receptor signaling pathway; activated T cell proliferation; alpha-beta T cell differentiation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000026068","ENSTGUG00000013265","C1S","complement C1s [Source:UniProtKB Gene Name;Acc:A0A674HKU2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026072","ENSTGUG00000021425","RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1 [Source:UniProtKB Gene Name;Acc:A0A674GUJ2]","T cell receptor signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000026087","ENSTGUG00000009465","STXBP4","syntaxin binding protein 4 [Source:UniProtKB Gene Name;Acc:H0ZGP5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026101","ENSTGUG00000011039","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A674HR37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026107","ENSTGUG00000009185","LAMP1","lysosomal associated membrane protein 1 [Source:UniProtKB Gene Name;Acc:H0ZFX0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026111","ENSTGUG00000004428","MCU","mitochondrial calcium uniporter [Source:UniProtKB Gene Name;Acc:A0A674HPR6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026174","ENSTGUG00000012746","EVL","Enah/Vasp-like [Source:UniProtKB Gene Name;Acc:A0A674H318]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026178","ENSTGUG00000002630","PDE4D","phosphodiesterase 4D [Source:UniProtKB Gene Name;Acc:A0A674GX82]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026186","ENSTGUG00000011737","RASGRP1","RAS guanyl releasing protein 1 [Source:UniProtKB Gene Name;Acc:H0ZNC3]","B cell activation; T cell activation; T cell proliferation; inflammatory response to antigenic stimulus; mast cell degranulation; natural killer cell activation","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000026194","ENSTGUG00000002175","DHTKD1","dehydrogenase E1 and transketolase domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A674GT91]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026213","ENSTGUG00000010699","SLC39A10","solute carrier family 39 member 10 [Source:UniProtKB Gene Name;Acc:A0A674HBE8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026215","ENSTGUG00000027132","","","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026231","ENSTGUG00000002334","MAD2L2","mitotic arrest deficient 2 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:100226442]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026247","ENSTGUG00000005487","ANLN","anillin, actin binding protein [Source:UniProtKB Gene Name;Acc:A0A674GRL7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026296","ENSTGUG00000007550","SH3KBP1","SH3 domain containing kinase binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A674GWS2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026339","ENSTGUG00000021813","METTL3","methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit [Source:UniProtKB Gene Name;Acc:A0A674GTM2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026375","ENSTGUG00000011505","DNM1L","dynamin 1 like [Source:UniProtKB Gene Name;Acc:A0A674GEY6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026387","ENSTGUG00000012889","AGPAT5","1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:NCBI gene (formerly Entrezgene);Acc:100190632]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026428","ENSTGUG00000010709","GPAM","glycerol-3-phosphate acyltransferase, mitochondrial [Source:UniProtKB Gene Name;Acc:H0ZKD7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026430","ENSTGUG00000001543","","interleukin-8 [Source:NCBI gene;Acc:100222345]","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026447","ENSTGUG00000013557","APP","amyloid beta protein [Source:UniProtKB Gene Name;Acc:A0A674GVP4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026469","ENSTGUG00000029580","RARRES2","retinoic acid receptor responder 2 [Source:NCBI gene (formerly Entrezgene);Acc:100189959]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026479","ENSTGUG00000005017","FBXW7","F-box and WD repeat domain containing 7 [Source:UniProtKB Gene Name;Acc:H0Z3N4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026512","ENSTGUG00000021700","RAB43","RAB43, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A674GVV5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026523","ENSTGUG00000001109","IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:UniProtKB Gene Name;Acc:A0A674GCH4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026524","ENSTGUG00000003926","NOD1","nucleotide binding oligomerization domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A674HQ34]","pattern recognition receptor signaling pathway","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000026546","ENSTGUG00000025069","OLFM4","olfactomedin 4 [Source:UniProtKB Gene Name;Acc:A0A674GVT3]","immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026557","ENSTGUG00000011709","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A674GCY0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026560","ENSTGUG00000019792","RNF115","ring finger protein 115 [Source:UniProtKB Gene Name;Acc:A0A674GVB1]","toll-like receptor 4 signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000026565","ENSTGUG00000022473","TMEM98","transmembrane protein 98 [Source:UniProtKB Gene Name;Acc:A0A674H258]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026572","ENSTGUG00000001661","JCHAIN","joining chain of multimeric IgA and IgM [Source:NCBI gene (formerly Entrezgene);Acc:100217545]","adaptive immune response; antibacterial humoral response; innate immune response","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000026582","ENSTGUG00000023160","","","innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026584","ENSTGUG00000013149","PUM2","pumilio RNA binding family member 2 [Source:UniProtKB Gene Name;Acc:A0A674GR00]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026601","ENSTGUG00000005017","FBXW7","F-box and WD repeat domain containing 7 [Source:UniProtKB Gene Name;Acc:H0Z3N4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026617","ENSTGUG00000009510","TFRC","transferrin receptor [Source:UniProtKB Gene Name;Acc:A0A674GYL2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026661","ENSTGUG00000025855","NINJ1","ninjurin 1 [Source:NCBI gene (formerly Entrezgene);Acc:100190156]","leukocyte chemotaxis involved in inflammatory response","ZebraFinch","biomartGO"
"ENSTGUP00000026670","ENSTGUG00000021020","JAM2","junctional adhesion molecule 2 [Source:UniProtKB Gene Name;Acc:A0A674HPG7]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026672","ENSTGUG00000006024","ANO6","anoctamin 6 [Source:UniProtKB Gene Name;Acc:H0Z6N0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026697","ENSTGUG00000004989","ADAM9","ADAM metallopeptidase domain 9 [Source:UniProtKB Gene Name;Acc:A0A674GMS1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026722","ENSTGUG00000023018","DUSP3","dual specificity phosphatase 3 [Source:UniProtKB Gene Name;Acc:A0A674GWG9]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026724","ENSTGUG00000005017","FBXW7","F-box and WD repeat domain containing 7 [Source:UniProtKB Gene Name;Acc:H0Z3N4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026726","ENSTGUG00000009486","PCYT1A","phosphate cytidylyltransferase 1A, choline [Source:UniProtKB Gene Name;Acc:A0A674GWE0]","isotype switching","ZebraFinch","biomartGO"
"ENSTGUP00000026733","ENSTGUG00000018839","FAM210B","family with sequence similarity 210 member B [Source:UniProtKB Gene Name;Acc:A0A674GWB5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026765","ENSTGUG00000005581","EPB42","erythrocyte membrane protein band 4.2 [Source:UniProtKB Gene Name;Acc:H0Z5B3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026768","ENSTGUG00000000963","FER","FER tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A674HU56]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026789","ENSTGUG00000026088","WNT4","Wnt family member 4 [Source:UniProtKB Gene Name;Acc:A0A674GUU6]","T cell differentiation in thymus; immature T cell proliferation in thymus","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000026790","ENSTGUG00000026120","TNFRSF17","TNF receptor superfamily member 17 [Source:UniProtKB Gene Name;Acc:A0A674GX55]","lymphocyte homeostasis","ZebraFinch","biomartGO"
"ENSTGUP00000026822","ENSTGUG00000007550","SH3KBP1","SH3 domain containing kinase binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A674GWS2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026839","ENSTGUG00000007810","","","immune system process; innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000026854","ENSTGUG00000029592","","","T cell receptor signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000026866","ENSTGUG00000028086","IGF1","insulin like growth factor 1 [Source:UniProtKB Gene Name;Acc:A0A674GWR4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026869","ENSTGUG00000015142","BTK","Bruton tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A674GV26]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026874","ENSTGUG00000021490","RAB3C","RAB3C, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A674GV32]","antigen processing and presentation","ZebraFinch","biomartGO"
"ENSTGUP00000026902","ENSTGUG00000003165","DOCK11","dedicator of cytokinesis 11 [Source:UniProtKB Gene Name;Acc:A0A674GX03]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026920","ENSTGUG00000020641","RRS1","ribosome biosis regulator 1 homolog [Source:UniProtKB Gene Name;Acc:A0A674GWD8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026929","ENSTGUG00000007471","RPS6KA3","ribosomal protein S6 kinase A3 [Source:UniProtKB Gene Name;Acc:A0A674GV86]","toll-like receptor signaling pathway","ZebraFinch","biomartGO"
"ENSTGUP00000026933","ENSTGUG00000001897","ITGA9","integrin subunit alpha 9 [Source:UniProtKB Gene Name;Acc:A0A674HEU5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026942","ENSTGUG00000005894","MYO1E","myosin IE [Source:UniProtKB Gene Name;Acc:H0Z6E4]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026980","ENSTGUG00000004333","SGPL1","sphingosine-1-phosphate lyase 1 [Source:UniProtKB Gene Name;Acc:H0Z1P2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000026992","ENSTGUG00000002619","CD36","CD36 molecule (CD36 blood group) [Source:UniProtKB Gene Name;Acc:A0A674GXA1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027025","ENSTGUG00000001899","PDE5A","phosphodiesterase 5A [Source:UniProtKB Gene Name;Acc:A0A674GWQ0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027030","ENSTGUG00000011039","LOXL3","lysyl oxidase like 3 [Source:UniProtKB Gene Name;Acc:A0A674HR37]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027031","ENSTGUG00000002630","PDE4D","phosphodiesterase 4D [Source:UniProtKB Gene Name;Acc:A0A674GX82]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027033","ENSTGUG00000005745","PKNOX1","PBX/knotted 1 homeobox 1 [Source:UniProtKB Gene Name;Acc:A0A674GX60]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027043","ENSTGUG00000004337","NCSTN","nicastrin [Source:UniProtKB Gene Name;Acc:A0A674GX68]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027088","ENSTGUG00000007565","YTHDF1","YTH N6-methyladenosine RNA binding protein F1 [Source:UniProtKB Gene Name;Acc:H0ZB35]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027089","ENSTGUG00000017447","CCND3","cyclin D3 [Source:UniProtKB Gene Name;Acc:A0A674HGL2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027098","ENSTGUG00000011763","BRCA2","BRCA2 DNA repair associated [Source:UniProtKB Gene Name;Acc:A0A674GXB8]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027101","ENSTGUG00000003652","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:UniProtKB Gene Name;Acc:A0A674GPG1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027114","ENSTGUG00000008859","ARHGEF7","Rho guanine nucleotide exchange factor 7 [Source:UniProtKB Gene Name;Acc:A0A674G9N6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027129","ENSTGUG00000005932","IRAK4","interleukin 1 receptor associated kinase 4 [Source:UniProtKB Gene Name;Acc:A0A674GVR7]","innate immune response","ZebraFinch","biomartGO"
"ENSTGUP00000027132","ENSTGUG00000010471","ADD1","adducin 1 [Source:UniProtKB Gene Name;Acc:A0A674HV67]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027153","ENSTGUG00000000479","UBASH3B","ubiquitin associated and SH3 domain containing B [Source:UniProtKB Gene Name;Acc:H0YQD1]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027160","ENSTGUG00000001899","PDE5A","phosphodiesterase 5A [Source:UniProtKB Gene Name;Acc:A0A674GWQ0]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027180","ENSTGUG00000001661","JCHAIN","joining chain of multimeric IgA and IgM [Source:NCBI gene (formerly Entrezgene);Acc:100217545]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027184","ENSTGUG00000008285","AP1G1","adaptor related protein complex 1 subunit gamma 1 [Source:UniProtKB Gene Name;Acc:A0A674HSQ5]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027251","ENSTGUG00000009321","GAS6","growth arrest specific 6 [Source:UniProtKB Gene Name;Acc:A0A674HNV2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027274","ENSTGUG00000009768","BST1","bone marrow stromal cell antigen 1 [Source:UniProtKB Gene Name;Acc:H0ZHL2]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027289","ENSTGUG00000010852","MFSD6","major facilitator superfamily domain containing 6 [Source:UniProtKB Gene Name;Acc:H0ZKR3]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027295","ENSTGUG00000006134","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:UniProtKB Gene Name;Acc:A0A674GXH6]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027317","ENSTGUG00000022930","COLEC11","collectin subfamily member 11 [Source:UniProtKB Gene Name;Acc:A0A674GY72]","antimicrobial humoral response; complement activation; complement activation, lectin pathway","ZebraFinch","biomartGO; AvianImmunome"
"ENSTGUP00000027332","ENSTGUG00000004006","RAF1","Raf-1 proto-onco, serine/threonine kinase [Source:UniProtKB Gene Name;Acc:A0A674GY88]","","ZebraFinch","AvianImmunome"
"ENSTGUP00000027337","ENSTGUG00000005179","TMEM131L","transmembrane 131 like [Source:UniProtKB Gene Name;Acc:H0Z427]","immune response; toll-like receptor signaling pathway","ZebraFinch","biomartGO"
