ProteinID,GeneID,GeneSymbol,Description,GO_Terms,Species
ENSMUSP00000128401,ENSMUSG00000037321,Tap1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98483]",ABC-type peptide antigen transporter activity; ABC-type transporter activity; ADP binding; ATP binding; ATP hydrolysis activity; MHC class I peptide loading complex; MHC class I protein binding; MHC class Ib protein binding; TAP complex; TAP1 binding; TAP2 binding; adaptive immune response; antigen processing and presentation of endogenous peptide antigen via MHC class I; centriolar satellite; cytoplasm; cytosol to endoplasmic reticulum transport; defense response; endoplasmic reticulum; endoplasmic reticulum membrane; immune system process; membrane; metal ion binding; mitochondrion; nucleotide binding; organelle membrane; peptide transmembrane transporter activity; peptide transport; phagocytic vesicle membrane; protein transport; transmembrane transport,Mouse
ENSMUSP00000128411,ENSMUSG00000028874,Fgr,"FGR proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:95527]",ATP binding; actin cytoskeleton; bone mineralization; cell differentiation; cell projection; cell surface receptor protein tyrosine kinase signaling pathway; cytoplasm; cytoskeleton; cytosol; defense response to Gram-positive bacterium; immune system process; immunoglobulin receptor binding; innate immune response; integrin-mediated signaling pathway; kinase activity; membrane; mitochondrial inner membrane; mitochondrial intermembrane space; mitochondrion; non-membrane spanning protein tyrosine kinase activity; nucleotide binding; peptidyl-tyrosine phosphorylation; phosphotyrosine residue binding; plasma membrane; positive regulation of cell migration; positive regulation of cytokine production; positive regulation of mast cell degranulation; protein binding; protein kinase activity; protein kinase binding; protein phosphorylation; protein tyrosine kinase activity; regulation of actin cytoskeleton organization; regulation of cell shape; regulation of innate immune response; regulation of phagocytosis; regulation of protein kinase activity; signaling receptor binding; skeletal system morphogenesis; transferase activity,Mouse
ENSMUSP00000128484,ENSMUSG00000009350,Mpo,myeloperoxidase [Source:MGI Symbol;Acc:MGI:97137],"cellular oxidant detoxification; heme binding; oxidoreductase activity, acting on peroxide as acceptor; peroxidase activity; response to oxidative stress",Mouse
ENSMUSP00000128509,ENSMUSG00000035235,Trim13,tripartite motif-containing 13 [Source:MGI Symbol;Acc:MGI:1913847],ERAD pathway; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; immune system process; innate immune response; membrane; metal ion binding; negative regulation of viral transcription; perinuclear endoplasmic reticulum; positive regulation of DNA-templated transcription; positive regulation of canonical NF-kappaB signal transduction; positive regulation of macroautophagy; proteasome-mediated ubiquitin-dependent protein catabolic process; protein autoubiquitination; protein ubiquitination; suppression of viral release by host; transcription coactivator activity; transferase activity; ubiquitin protein ligase activity; ubiquitin-like protein ligase activity; ubiquitin-protein transferase activity; zinc ion binding,Mouse
ENSMUSP00000128511,ENSMUSG00000021408,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1 [Source:MGI Symbol;Acc:MGI:108212],ATP binding; apoptotic process; positive regulation of canonical NF-kappaB signal transduction; positive regulation of defense response; protein binding; protein kinase activity; protein phosphorylation; signal transduction,Mouse
ENSMUSP00000128529,ENSMUSG00000040899,Ccr6,C-C motif chemokine receptor 6 [Source:MGI Symbol;Acc:MGI:1333797],C-C chemokine binding; C-C chemokine receptor activity; DN2 thymocyte differentiation; DN3 thymocyte differentiation; G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; T cell migration; calcium-mediated signaling; cell chemotaxis; chemokine receptor activity; chemokine-mediated signaling pathway; chemotaxis; immune response; isotype switching to IgA isotypes; leukocyte migration involved in inflammatory response; lymphocyte migration; membrane; plasma membrane; positive regulation of cytosolic calcium ion concentration; positive regulation of dendritic cell chemotaxis; positive regulation of flagellated sperm motility involved in capacitation; protein binding; regulation of T cell migration; signal transduction; sperm plasma membrane; sperm principal piece; thymocyte migration,Mouse
ENSMUSP00000128559,ENSMUSG00000040899,Ccr6,C-C motif chemokine receptor 6 [Source:MGI Symbol;Acc:MGI:1333797],C-C chemokine binding; C-C chemokine receptor activity; DN2 thymocyte differentiation; DN3 thymocyte differentiation; G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; T cell migration; calcium-mediated signaling; cell chemotaxis; chemokine receptor activity; chemokine-mediated signaling pathway; chemotaxis; immune response; isotype switching to IgA isotypes; leukocyte migration involved in inflammatory response; lymphocyte migration; membrane; plasma membrane; positive regulation of cytosolic calcium ion concentration; positive regulation of dendritic cell chemotaxis; positive regulation of flagellated sperm motility involved in capacitation; protein binding; regulation of T cell migration; signal transduction; sperm plasma membrane; sperm principal piece; thymocyte migration,Mouse
ENSMUSP00000128564,ENSMUSG00000006932,Ctnnb1,catenin beta 1 [Source:MGI Symbol;Acc:MGI:88276],adherens junction; cadherin binding; cell adhesion; membrane; protein binding,Mouse
ENSMUSP00000128700,ENSMUSG00000026288,Inpp5d,inositol polyphosphate-5-phosphatase D [Source:MGI Symbol;Acc:MGI:107357],,Mouse
ENSMUSP00000128734,ENSMUSG00000049103,Ccr2,C-C motif chemokine receptor 2 [Source:MGI Symbol;Acc:MGI:106185],"C-C chemokine receptor activity; G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; T-helper 17 cell chemotaxis; angiogenesis; apoptotic cell clearance; blood vessel remodeling; calcium-mediated signaling; cell chemotaxis; cellular defense response; cellular homeostasis; chemokine (C-C motif) ligand 12 binding; chemokine (C-C motif) ligand 2 binding; chemokine (C-C motif) ligand 5 binding; chemokine (C-C motif) ligand 7 binding; chemokine receptor activity; chemokine-mediated signaling pathway; chemotaxis; cytokine binding; cytoplasm; dendrite; hemopoiesis; homeostasis of number of cells within a tissue; humoral immune response; immune response; inflammatory response; inflammatory response to wounding; intracellular calcium ion homeostasis; leukocyte adhesion to vascular endothelial cell; macrophage migration; membrane; monocyte extravasation; negative regulation of angiogenesis; negative regulation of eosinophil degranulation; negative regulation of type 2 immune response; neuronal cell body; neutrophil clearance; perikaryon; perinuclear region of cytoplasm; plasma membrane; positive regulation of CD8-positive, alpha-beta T cell extravasation; positive regulation of T cell activation; positive regulation of T-helper 1 type immune response; positive regulation of alpha-beta T cell proliferation; positive regulation of astrocyte chemotaxis; positive regulation of cytosolic calcium ion concentration; positive regulation of hematopoietic stem cell migration; positive regulation of immune complex clearance by monocytes and macrophages; positive regulation of inflammatory response; positive regulation of leukocyte tethering or rolling; positive regulation of monocyte chemotaxis; positive regulation of monocyte extravasation; positive regulation of synaptic transmission, glutamatergic; positive regulation of thymocyte migration; protein binding; regulation of T cell cytokine production; regulation of T cell differentiation; regulation of T cell migration; regulation of inflammatory response; regulation of macrophage migration; regulation of mononuclear cell migration; regulation of vascular endothelial growth factor production; sensory perception of pain; signal transduction; wound healing involved in inflammatory response",Mouse
ENSMUSP00000128751,ENSMUSG00000036908,Unc93b1,"unc-93 homolog B1, TLR signaling regulator [Source:MGI Symbol;Acc:MGI:1859307]",Toll-like receptor binding; membrane; toll-like receptor signaling pathway,Mouse
ENSMUSP00000128858,ENSMUSG00000006932,Ctnnb1,catenin beta 1 [Source:MGI Symbol;Acc:MGI:88276],adherens junction; cadherin binding; cell adhesion; membrane; protein binding,Mouse
ENSMUSP00000128892,ENSMUSG00000023015,Racgap1,Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423],,Mouse
ENSMUSP00000128960,ENSMUSG00000055204,Ankrd17,ankyrin repeat domain 17 [Source:MGI Symbol;Acc:MGI:1932101],RNA binding; cytoplasm; immune system process; innate immune response; nucleic acid binding; nucleus; protein binding,Mouse
ENSMUSP00000128961,ENSMUSG00000033335,Dnm2,dynamin 2 [Source:MGI Symbol;Acc:MGI:109547],GTP binding; GTPase activity; anchoring junction; cell projection; centriole; clathrin-coated pit; clathrin-coated vesicle; cytoplasm; cytoplasmic vesicle; cytoskeleton; endocytosis; endosome; hydrolase activity; membrane; microtubule; midbody; neuron projection; nucleotide binding; phagocytic cup; phagocytic vesicle membrane; phagocytosis; photoreceptor inner segment; podosome; postsynaptic density; presynapse; recycling endosome; synapse; synaptic vesicle endocytosis; uropod,Mouse
ENSMUSP00000128963,ENSMUSG00000015340,Cybb,"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]",membrane,Mouse
ENSMUSP00000128993,ENSMUSG00000015340,Cybb,"cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]",membrane,Mouse
ENSMUSP00000129001,ENSMUSG00000033016,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]",DNA binding; DNA-binding transcription factor activity; calcineurin-NFAT signaling cascade; cellular response to metal ion; chromatin; cytoplasm; intracellular signal transduction; negative regulation of vascular associated smooth muscle cell differentiation; nuclear body; nucleoplasm; nucleus; positive regulation of DNA-templated transcription; positive regulation of transcription by RNA polymerase II; protein phosphatase 2B binding; regulation of DNA-templated transcription; sequence-specific double-stranded DNA binding; transcription by RNA polymerase II,Mouse
ENSMUSP00000129029,ENSMUSG00000040592,Cd79b,CD79B antigen [Source:MGI Symbol;Acc:MGI:96431],B cell differentiation; B cell receptor complex; B cell receptor signaling pathway; IgM B cell receptor complex; adaptive immune response; cell surface receptor signaling pathway; identical protein binding; immune system process; membrane; plasma membrane; protein binding; response to bacterium; signal transduction; transmembrane signaling receptor activity,Mouse
ENSMUSP00000129039,ENSMUSG00000028270,Gbp2,guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772],GTP binding; GTPase activity,Mouse
ENSMUSP00000129096,ENSMUSG00000021624,Cd180,CD180 antigen [Source:MGI Symbol;Acc:MGI:1194924],,Mouse
ENSMUSP00000129124,ENSMUSG00000004266,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6 [Source:MGI Symbol;Acc:MGI:96055]",B cell receptor signaling pathway; MAPK cascade; T cell proliferation; T cell receptor signaling pathway; cell adhesion molecule binding; cell differentiation; cell-cell junction; cytokine-mediated signaling pathway; cytoplasm; cytosol; dephosphorylation; epididymis development; hematopoietic progenitor cell differentiation; hydrolase activity; intracellular signal transduction; megakaryocyte development; mitotic cell cycle; negative regulation of MAPK cascade; negative regulation of T cell proliferation; negative regulation of T cell receptor signaling pathway; negative regulation of humoral immune response mediated by circulating immunoglobulin; negative regulation of inflammatory response to wounding; negative regulation of lipopolysaccharide-mediated signaling pathway; negative regulation of mast cell activation involved in immune response; non-membrane spanning protein tyrosine phosphatase activity; nucleus; phosphoprotein phosphatase activity; phosphotyrosine residue binding; platelet formation; positive regulation of cell adhesion mediated by integrin; protein binding; protein dephosphorylation; protein tyrosine phosphatase activity; regulation of B cell differentiation; regulation of lipopolysaccharide-mediated signaling pathway; regulation of release of sequestered calcium ion into cytosol; transmembrane receptor protein tyrosine phosphatase activity,Mouse
ENSMUSP00000129220,ENSMUSG00000004677,Myo9b,myosin IXb [Source:MGI Symbol;Acc:MGI:106624],ADP binding; ATP binding; GTPase activator activity; Rho protein signal transduction; Roundabout binding; Roundabout signaling pathway; actin binding; actin filament; actin filament-based movement; calmodulin binding; cell cortex; cytoplasm; cytoskeletal motor activity; cytosol; intracellular signal transduction; metal ion binding; microfilament motor activity; myosin complex; nucleotide binding; perinuclear region of cytoplasm; postsynaptic actin cytoskeleton; protein binding; regulation of Rho protein signal transduction; signal transduction; small GTPase binding; zinc ion binding,Mouse
ENSMUSP00000129309,ENSMUSG00000020009,Ifngr1,interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655],,Mouse
ENSMUSP00000129393,ENSMUSG00000071042,Rasgrp3,"RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]",Ras protein signal transduction; calcium ion binding; cytoplasm; cytosol; guanyl-nucleotide exchange factor activity; guanyl-nucleotide exchange factor complex; immune response; kinase binding; metal ion binding; perinuclear region of cytoplasm; plasma membrane; small GTPase binding; small GTPase-mediated signal transduction; zinc ion binding,Mouse
ENSMUSP00000129397,ENSMUSG00000054892,Txk,TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960],ATP binding; cytoplasm; cytosol; kinase activity; non-membrane spanning protein tyrosine kinase activity; nucleolus; nucleoplasm; nucleotide binding; nucleus; plasma membrane; positive regulation of transcription by RNA polymerase II; positive regulation of type II interferon-mediated signaling pathway; protein binding; protein kinase activity; protein phosphorylation; protein tyrosine kinase activity; regulation of gene expression; transferase activity,Mouse
